i,t,m,women,boys,men,girls,Males 00-03,Females 00-03,Males 04-08,Females 04-08,Males 09-13,Females 09-13,Males 14-18,Females 14-18,Males 19-30,Females 19-30,Males 31-50,Females 31-50,Males 51-99,Females 51-99,log HSize
512-29,2019,Centre,2,0,1,4,0,1,0,1,0,2,0,0,1,1,0,1,0,0,1.945910149
512-45,2019,Centre,3,1,2,1,0,0,0,0,0,0,1,1,0,2,1,1,1,0,1.945910149
512-46,2019,Centre,3,1,2,2,0,0,1,2,0,0,0,0,2,2,0,1,0,0,2.079441542
512-57,2019,Centre,1,0,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,1.386294361
512-98,2019,Centre,1,1,1,2,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1.609437912
513-131,2019,Centre,1,1,1,2,1,0,0,0,0,2,0,0,0,0,1,1,0,0,1.609437912
513-132,2019,Centre,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1.386294361
513-145,2019,Centre,2,0,1,3,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1.791759469
513-152,2019,Centre,2,2,5,0,1,0,1,0,0,0,0,0,3,1,1,1,1,0,2.197224577
513-157,2019,Centre,5,0,1,1,0,0,0,1,0,0,0,0,1,2,0,3,0,0,1.945910149
513-171,2019,Centre,4,0,3,1,0,1,0,0,0,0,0,0,1,3,1,0,1,1,2.079441542
513-38,2019,Centre,1,3,1,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,1.609437912
513-45,2019,Centre,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1.098612289
513-60,2019,Centre,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.6931471806
513-71,2019,Centre,2,2,3,0,0,0,2,0,0,0,0,0,1,1,1,0,1,1,1.945910149
513-73,2019,Centre,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
513-88,2019,Centre,3,1,4,4,0,1,0,2,1,0,0,1,2,0,1,2,1,1,2.48490665
514-121,2019,Centre,2,2,1,2,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1.945910149
514-126,2019,Centre,4,2,2,0,1,0,0,0,0,0,1,0,1,3,1,0,0,1,2.079441542
514-154,2019,Centre,2,1,1,4,0,1,0,2,1,0,0,1,0,0,1,2,0,0,2.079441542
514-169,2019,Centre,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289
514-19,2019,Centre,4,2,3,1,1,0,0,0,1,0,2,1,0,1,0,3,1,0,2.302585093
514-43,2019,Centre,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
514-49,2019,Centre,4,0,4,4,0,0,0,2,0,1,0,1,2,1,1,1,1,2,2.48490665
514-6,2019,Centre,3,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1.386294361
514-69,2019,Centre,3,1,3,2,1,0,0,0,0,1,0,1,1,2,1,0,1,1,2.197224577
514-7,2019,Centre,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1.098612289
514-79,2019,Centre,2,0,2,2,0,0,0,0,0,2,0,0,1,1,0,1,1,0,1.791759469
514-95,2019,Centre,1,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1.386294361
519-104,2019,Centre,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1.098612289
519-119,2019,Centre,1,1,0,2,0,0,1,0,0,0,0,2,0,0,0,1,0,0,1.386294361
519-125,2019,Centre,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289
519-132,2019,Centre,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1.098612289
519-143,2019,Centre,1,0,1,3,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1.609437912
519-37,2019,Centre,1,2,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1.609437912
519-42,2019,Centre,1,1,2,2,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1.791759469
519-55,2019,Centre,2,3,2,3,2,0,0,1,0,2,2,0,0,1,1,1,0,0,2.302585093
519-65,2019,Centre,1,2,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1.609437912
519-78,2019,Centre,3,2,1,0,1,0,1,0,0,0,0,0,0,3,1,0,0,0,1.791759469
519-8,2019,Centre,3,1,1,3,0,1,1,0,0,2,0,1,0,0,1,1,0,1,2.079441542
519-89,2019,Centre,1,1,2,2,0,1,1,0,0,1,0,0,2,0,0,0,0,1,1.791759469
520-113,2019,Centre,2,1,2,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1.791759469
520-117,2019,Centre,1,0,1,2,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1.386294361
520-122,2019,Centre,3,3,4,4,1,1,1,3,1,0,0,0,1,1,2,1,1,1,2.63905733
520-126,2019,Centre,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289
520-135,2019,Centre,4,4,3,2,1,0,1,2,1,0,1,0,0,1,3,2,0,1,2.564949357
520-179,2019,Centre,1,1,2,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1.609437912
520-198,2019,Centre,3,1,2,1,0,0,0,0,1,0,0,1,1,2,0,1,1,0,1.945910149
520-42,2019,Centre,4,1,3,1,0,0,0,1,1,0,0,0,2,3,1,1,0,0,2.197224577
520-61,2019,Centre,1,0,1,3,0,0,0,2,0,0,0,1,0,0,1,1,0,0,1.609437912
520-67,2019,Centre,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1.098612289
520-72,2019,Centre,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1.098612289
520-87,2019,Centre,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1.098612289
521-113,2019,Centre,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1.098612289
521-126,2019,Centre,1,1,1,2,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1.609437912
521-129,2019,Centre,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289
521-15,2019,Centre,1,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1.386294361
521-31,2019,Centre,4,1,0,1,0,0,1,0,0,1,0,0,0,3,0,1,0,0,1.791759469
521-43,2019,Centre,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1.098612289
521-7,2019,Centre,3,1,3,2,1,0,0,1,0,1,1,0,1,2,0,0,1,1,2.197224577
521-70,2019,Centre,1,0,1,3,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1.609437912
521-71,2019,Centre,3,0,2,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,1.609437912
521-75,2019,Centre,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289
521-8,2019,Centre,3,1,3,1,0,0,1,0,0,0,0,1,1,1,2,1,0,1,2.079441542
521-87,2019,Centre,2,0,1,2,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1.609437912
523-104,2019,Centre,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.6931471806
523-110,2019,Centre,1,1,2,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1.386294361
523-13,2019,Centre,2,1,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,1.386294361
523-137,2019,Centre,4,1,3,0,0,0,0,0,1,0,0,0,2,3,1,1,0,0,2.079441542
523-159,2019,Centre,1,1,1,2,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1.609437912
523-33,2019,Centre,1,0,0,4,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1.609437912
523-46,2019,Centre,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1.098612289
523-5,2019,Centre,2,2,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1.791759469
523-55,2019,Centre,1,0,2,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1.386294361
523-8,2019,Centre,1,0,2,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1.386294361
523-89,2019,Centre,3,2,1,1,0,0,1,1,1,0,0,0,1,2,0,0,0,1,1.945910149
523-9,2019,Centre,2,3,2,5,1,0,1,2,0,2,2,2,0,1,1,0,0,0,2.48490665
524-133,2019,Centre-Ouest,1,3,2,3,0,0,1,0,1,2,1,1,1,0,0,1,1,0,2.197224577
524-142,2019,Centre-Ouest,1,2,1,2,0,0,2,0,0,1,0,1,0,0,0,0,1,1,1.791759469
524-171,2019,Centre-Ouest,1,2,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1.386294361
524-174,2019,Centre-Ouest,2,2,1,2,1,0,0,2,1,0,0,0,0,1,1,1,0,0,1.945910149
524-212,2019,Centre-Ouest,2,2,2,5,1,0,1,2,0,2,0,1,0,1,1,1,1,0,2.397895273
524-217,2019,Centre-Ouest,1,2,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1.386294361
524-220,2019,Centre-Ouest,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1.098612289
524-291,2019,Centre-Ouest,2,2,1,1,0,0,0,1,2,0,0,0,0,0,0,1,1,1,1.791759469
524-3,2019,Centre-Ouest,1,2,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1.609437912
524-327,2019,Centre-Ouest,1,2,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1.609437912
524-60,2019,Centre-Ouest,1,1,2,1,0,0,0,0,0,1,2,0,0,0,0,1,1,0,1.609437912
524-63,2019,Centre-Ouest,1,3,1,3,0,0,2,0,1,2,0,1,0,0,0,0,1,1,2.079441542
525-144,2019,Centre-Ouest,3,3,2,2,0,0,0,1,2,0,1,1,1,0,1,1,0,1,2.302585093
525-156,2019,Centre-Ouest,2,1,0,3,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1.791759469
525-169,2019,Centre-Ouest,1,2,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1.609437912
525-172,2019,Centre-Ouest,1,4,0,3,0,0,3,2,1,0,0,1,0,0,0,0,0,1,2.079441542
525-187,2019,Centre-Ouest,1,2,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1.386294361
525-193,2019,Centre-Ouest,2,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1.386294361
525-2,2019,Centre-Ouest,2,2,2,2,0,0,0,1,1,1,1,0,1,0,0,1,1,1,2.079441542
525-205,2019,Centre-Ouest,1,4,1,1,0,0,2,0,1,1,1,0,0,0,0,1,1,0,1.945910149
525-220,2019,Centre-Ouest,1,6,1,2,1,0,2,2,2,0,1,0,0,0,1,1,0,0,2.302585093
525-71,2019,Centre-Ouest,2,3,1,2,1,0,1,1,1,0,0,1,0,1,1,0,0,1,2.079441542
525-9,2019,Centre-Ouest,4,3,1,4,0,1,2,1,0,0,1,2,1,1,0,2,0,1,2.48490665
525-90,2019,Centre-Ouest,3,1,0,4,0,0,0,2,0,0,1,2,0,1,0,1,0,1,2.079441542
526-12,2019,Centre-Ouest,1,3,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1.609437912
526-136,2019,Centre-Ouest,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.6931471806
526-140,2019,Centre-Ouest,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1.386294361
526-145,2019,Centre-Ouest,1,2,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1.609437912
526-147,2019,Centre-Ouest,1,2,1,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,1.386294361
526-168,2019,Centre-Ouest,1,2,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1.609437912
526-171,2019,Centre-Ouest,1,0,1,2,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1.386294361
526-20,2019,Centre-Ouest,1,1,1,2,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1.609437912
526-4,2019,Centre-Ouest,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1.098612289
526-59,2019,Centre-Ouest,1,0,1,3,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1.609437912
526-77,2019,Centre-Ouest,2,0,1,4,0,0,0,2,0,1,0,1,0,0,1,2,0,0,1.945910149
526-78,2019,Centre-Ouest,1,0,1,3,0,1,0,2,0,0,0,0,1,1,0,0,0,0,1.609437912
527-107,2019,Centre-Ouest,1,0,1,2,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1.386294361
527-127,2019,Centre-Ouest,3,1,1,1,0,0,0,0,0,0,1,2,1,0,0,2,0,0,1.791759469
527-137,2019,Centre-Ouest,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
527-138,2019,Centre-Ouest,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289
527-143,2019,Centre-Ouest,2,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1.386294361
527-178,2019,Centre-Ouest,4,2,3,5,0,1,1,2,1,0,0,2,2,2,0,1,1,1,2.63905733
527-2,2019,Centre-Ouest,3,3,3,4,1,2,0,1,1,1,1,0,2,1,1,2,0,0,2.564949357
527-46,2019,Centre-Ouest,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1.386294361
527-5,2019,Centre-Ouest,1,3,1,0,0,0,0,0,1,0,2,0,0,0,1,1,0,0,1.609437912
527-55,2019,Centre-Ouest,1,2,1,2,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1.791759469
527-74,2019,Centre-Ouest,2,0,1,2,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1.609437912
527-90,2019,Centre-Ouest,1,1,1,2,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1.609437912
528-100,2019,Centre-Ouest,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1.098612289
528-126,2019,Centre-Ouest,2,2,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1.791759469
528-137,2019,Centre-Ouest,3,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1.609437912
528-138,2019,Centre-Ouest,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1.098612289
528-147,2019,Centre-Ouest,2,0,3,2,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1.945910149
528-172,2019,Centre-Ouest,2,1,0,3,0,0,1,0,0,2,0,1,0,1,0,1,0,0,1.791759469
528-188,2019,Centre-Ouest,1,1,2,2,0,0,0,0,1,1,0,1,2,0,0,1,0,0,1.791759469
528-25,2019,Centre-Ouest,2,2,1,2,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1.945910149
528-27,2019,Centre-Ouest,1,0,1,3,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1.609437912
528-31,2019,Centre-Ouest,3,1,2,3,0,1,0,1,0,0,1,1,1,0,0,2,1,1,2.197224577
528-66,2019,Centre-Ouest,2,2,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1.791759469
528-70,2019,Centre-Ouest,1,0,1,2,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1.386294361
529-12,2019,Centre-Ouest,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,1.609437912
529-16,2019,Centre-Ouest,2,2,1,3,0,1,0,1,2,1,0,0,0,0,1,1,0,1,2.079441542
529-17,2019,Centre-Ouest,2,4,1,0,0,0,1,0,1,0,2,0,0,1,0,0,1,1,1.945910149
529-20,2019,Centre-Ouest,3,4,1,2,0,0,2,0,1,0,1,2,0,0,0,1,1,2,2.302585093
529-29,2019,Centre-Ouest,2,0,0,3,0,0,0,2,0,0,0,1,0,1,0,0,0,1,1.609437912
529-31,2019,Centre-Ouest,2,3,1,2,1,0,1,2,0,0,1,0,0,1,0,1,1,0,2.079441542
529-48,2019,Centre-Ouest,1,0,1,3,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1.609437912
529-61,2019,Centre-Ouest,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289
529-64,2019,Centre-Ouest,3,4,1,2,0,0,0,0,2,1,2,1,0,0,0,2,1,1,2.302585093
529-65,2019,Centre-Ouest,3,1,1,1,0,0,0,0,0,1,1,0,0,2,0,0,1,1,1.791759469
529-87,2019,Centre-Ouest,1,2,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1.609437912
529-91,2019,Centre-Ouest,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1.098612289
531-110,2019,Centre-Ouest,1,0,1,3,0,1,0,2,0,0,0,0,0,1,1,0,0,0,1.609437912
531-113,2019,Centre-Ouest,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1.098612289
531-17,2019,Centre-Ouest,2,4,1,5,0,2,2,1,1,1,1,1,0,0,1,2,0,0,2.48490665
531-32,2019,Centre-Ouest,2,4,1,4,2,0,1,0,0,2,1,2,0,1,1,1,0,0,2.397895273
531-40,2019,Centre-Ouest,2,4,1,0,0,0,1,0,0,0,3,0,0,0,1,1,0,1,1.945910149
531-5,2019,Centre-Ouest,2,3,1,0,0,0,2,0,1,0,0,0,0,1,0,1,1,0,1.791759469
531-52,2019,Centre-Ouest,1,1,2,5,0,1,0,3,0,1,1,0,1,0,1,1,0,0,2.197224577
531-61,2019,Centre-Ouest,1,3,1,2,0,0,1,1,2,0,0,1,0,0,0,1,1,0,1.945910149
531-65,2019,Centre-Ouest,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361
531-7,2019,Centre-Ouest,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806
531-91,2019,Centre-Ouest,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289
531-93,2019,Centre-Ouest,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.6931471806
535-146,2019,Est,3,2,2,2,1,1,0,1,1,0,0,0,2,2,0,1,0,0,2.197224577
535-157,2019,Est,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1.098612289
535-185,2019,Est,1,2,1,1,0,0,0,0,0,1,2,0,0,0,1,1,0,0,1.609437912
535-205,2019,Est,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
535-224,2019,Est,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1.098612289
535-273,2019,Est,1,4,1,0,0,0,2,0,2,0,0,0,0,0,1,1,0,0,1.791759469
535-277,2019,Est,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
535-28,2019,Est,2,2,1,3,1,0,0,2,1,0,0,2,0,0,0,1,1,0,2.079441542
535-34,2019,Est,7,9,7,5,2,1,3,3,2,1,2,0,6,4,0,3,1,0,3.33220451
535-44,2019,Est,3,1,2,3,1,1,0,1,0,1,0,0,1,2,1,0,0,1,2.197224577
535-59,2019,Est,1,1,1,4,0,2,0,1,1,1,0,0,0,0,1,1,0,0,1.945910149
535-86,2019,Est,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
538-135,2019,Est,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1.098612289
538-145,2019,Est,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.6931471806
538-146,2019,Est,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
538-185,2019,Est,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1.098612289
538-211,2019,Est,4,1,3,2,0,0,0,1,0,0,1,1,0,2,2,1,1,1,2.302585093
538-215,2019,Est,1,0,1,2,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1.386294361
538-230,2019,Est,1,2,2,1,0,0,0,1,1,0,1,0,2,0,0,1,0,0,1.791759469
538-238,2019,Est,2,0,2,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1.609437912
538-29,2019,Est,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289
538-48,2019,Est,2,0,3,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,1.609437912
538-54,2019,Est,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1.098612289
538-80,2019,Est,4,3,0,2,0,0,1,0,1,1,1,2,0,0,0,2,0,1,2.197224577
540-13,2019,Est,1,1,0,2,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1.386294361
540-14,2019,Est,2,0,3,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,1.609437912
540-161,2019,Est,1,2,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1.609437912
540-181,2019,Est,2,2,3,5,1,1,0,1,0,2,1,1,1,1,1,0,1,1,2.48490665
540-182,2019,Est,1,0,2,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1.386294361
540-184,2019,Est,5,1,3,0,0,0,1,0,0,0,0,0,3,4,0,0,0,1,2.197224577
540-292,2019,Est,3,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1.386294361
540-299,2019,Est,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.6931471806
540-305,2019,Est,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
540-326,2019,Est,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1.386294361
540-340,2019,Est,1,2,0,5,0,1,0,1,2,1,0,2,0,0,0,1,0,0,2.079441542
540-97,2019,Est,4,2,0,2,1,0,1,0,0,2,0,0,0,3,0,0,0,1,2.079441542
541-104,2019,Est,3,2,0,3,0,1,1,0,1,0,0,2,0,1,0,1,0,1,2.079441542
541-119,2019,Est,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
541-137,2019,Est,1,3,2,1,1,0,2,0,0,1,0,0,1,1,1,0,0,0,1.945910149
541-158,2019,Est,2,1,1,4,0,0,1,1,0,2,0,2,0,0,1,1,0,0,2.079441542
541-173,2019,Est,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1.386294361
541-210,2019,Est,1,3,2,4,1,0,0,0,1,0,1,4,1,0,1,1,0,0,2.302585093
541-221,2019,Est,1,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1.386294361
541-27,2019,Est,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1.386294361
541-33,2019,Est,1,1,2,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1.609437912
541-37,2019,Est,1,0,1,3,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1.609437912
541-8,2019,Est,2,0,1,2,0,2,0,0,0,0,0,0,1,2,0,0,0,0,1.609437912
541-81,2019,Est,2,5,3,2,2,0,2,1,0,0,1,1,2,0,1,2,0,0,2.48490665
543-111,2019,Est,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
543-134,2019,Est,3,2,1,0,0,0,1,0,1,0,0,0,0,2,1,1,0,0,1.791759469
543-164,2019,Est,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289
543-232,2019,Est,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.6931471806
543-260,2019,Est,1,0,1,3,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1.609437912
543-280,2019,Est,1,1,1,2,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1.609437912
543-302,2019,Est,4,1,1,2,0,1,0,0,1,1,0,0,0,3,1,0,0,1,2.079441542
543-304,2019,Est,4,2,0,1,0,0,0,0,2,1,0,0,0,2,0,1,0,1,1.945910149
543-49,2019,Est,1,1,1,3,0,2,0,0,0,1,1,0,0,0,1,1,0,0,1.791759469
543-59,2019,Est,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
543-94,2019,Est,1,1,3,4,1,0,0,1,0,2,1,1,1,0,0,1,1,0,2.197224577
546-107,2019,Est,1,4,2,3,0,0,2,1,1,1,2,1,0,0,1,1,0,0,2.302585093
546-110,2019,Est,1,3,1,2,0,1,2,1,1,0,0,0,0,1,1,0,0,0,1.945910149
546-112,2019,Est,1,2,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1.386294361
546-114,2019,Est,1,2,1,2,0,1,0,1,2,0,0,0,0,0,1,1,0,0,1.791759469
546-130,2019,Est,2,3,1,2,1,1,2,0,0,1,0,0,0,2,1,0,0,0,2.079441542
546-134,2019,Est,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
546-15,2019,Est,2,5,1,2,1,0,3,1,1,1,0,0,0,2,1,0,0,0,2.302585093
546-5,2019,Est,2,4,1,1,2,0,2,0,0,1,0,0,0,2,1,0,0,0,2.079441542
546-62,2019,Est,1,2,1,2,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1.791759469
546-78,2019,Est,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1.098612289
546-79,2019,Est,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1.098612289
546-83,2019,Est,2,2,1,5,1,1,0,2,1,2,0,0,0,1,1,1,0,0,2.302585093
547-117,2019,Est,1,1,1,3,0,1,0,2,1,0,0,0,0,1,1,0,0,0,1.791759469
547-12,2019,Est,2,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1.386294361
547-28,2019,Est,1,2,0,2,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1.609437912
547-29,2019,Est,1,2,1,2,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1.791759469
547-47,2019,Est,1,3,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1.791759469
547-53,2019,Est,1,4,1,0,2,0,1,0,1,0,0,0,0,0,1,1,0,0,1.791759469
547-67,2019,Est,1,1,0,3,0,0,0,1,1,2,0,0,0,0,0,0,0,1,1.609437912
547-81,2019,Est,1,3,1,2,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1.945910149
547-86,2019,Est,1,2,2,2,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1.945910149
547-88,2019,Est,3,2,2,1,1,0,1,0,0,0,0,1,1,1,0,2,1,0,2.079441542
547-97,2019,Est,1,2,1,2,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1.791759469
547-98,2019,Est,2,5,1,2,3,1,2,1,0,0,0,0,0,1,1,1,0,0,2.302585093
548-14,2019,Est,7,12,4,9,3,1,4,7,3,1,2,0,2,2,2,3,0,2,3.465735903
548-20,2019,Est,1,1,1,4,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1.945910149
548-24,2019,Est,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
548-27,2019,Est,2,1,2,1,0,0,0,0,1,0,0,1,1,0,0,2,1,0,1.791759469
548-3,2019,Est,1,2,1,3,0,0,2,2,0,1,0,0,0,0,1,1,0,0,1.945910149
548-30,2019,Est,1,0,1,2,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361
548-46,2019,Est,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
548-57,2019,Est,1,1,1,2,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1.609437912
548-60,2019,Est,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1.098612289
548-80,2019,Est,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
548-85,2019,Est,2,1,1,3,0,2,1,0,0,0,0,1,0,1,1,1,0,0,1.945910149
548-96,2019,Est,2,3,1,5,0,2,2,3,1,0,0,0,0,2,1,0,0,0,2.397895273
